audiocs:0:audiocs:class	controller
unix:0:zio_buf_32768:slab_free	0
unix:0:zio_buf_32768:slab_size	32768
unix:0:zio_buf_32768:snaptime	8464512.9561018
unix:0:zio_buf_32768:vmem_source	23
unix:0:zio_buf_3584:align	512
unix:0:zio_buf_3584:alloc	0
unix:0:zio_buf_3584:alloc_fail	0
unix:0:zio_buf_3584:buf_avail	0
unix:0:zio_buf_3584:buf_constructed	0
unix:0:zio_buf_3584:buf_inuse	0
unix:0:zio_buf_3584:buf_max	0
unix:0:zio_buf_3584:buf_size	3584
unix:0:zio_buf_3584:buf_total	0
unix:0:zio_buf_3584:chunk_size	3584
unix:0:zio_buf_3584:class	kmem_cache
unix:0:zio_buf_3584:crtime	97.1046942
unix:0:zio_buf_3584:depot_alloc	0
unix:0:zio_buf_3584:depot_contention	0
unix:0:zio_buf_3584:depot_free	0
unix:0:zio_buf_3584:empty_magazines	0
unix:0:zio_buf_3584:free	0
unix:0:zio_buf_3584:full_magazines	0
unix:0:zio_buf_3584:hash_lookup_depth	0
unix:0:zio_buf_3584:hash_rescale	0
unix:0:zio_buf_3584:hash_size	64
unix:0:zio_buf_3584:magazine_size	1
unix:0:zio_buf_3584:slab_alloc	0
unix:0:zio_buf_3584:slab_create	0
unix:0:zio_buf_3584:slab_destroy	0
unix:0:zio_buf_3584:slab_free	0
unix:0:zio_buf_3584:slab_size	32768
unix:0:zio_buf_3584:snaptime	8464512.9575512
unix:0:zio_buf_3584:vmem_source	23
unix:0:zio_buf_4096:align	1024
unix:0:zio_buf_4096:alloc	0
unix:0:zio_buf_4096:alloc_fail	0
unix:0:zio_buf_4096:buf_avail	0
unix:0:zio_buf_4096:buf_constructed	0
unix:0:zio_buf_4096:buf_inuse	0
unix:0:zio_buf_4096:buf_max	0
unix:0:zio_buf_4096:buf_size	4096
unix:0:zio_buf_4096:buf_total	0
unix:0:zio_buf_4096:chunk_size	4096
unix:0:zio_buf_4096:class	kmem_cache
unix:0:zio_buf_4096:crtime	97.104732
unix:0:zio_buf_4096:depot_alloc	0
unix:0:zio_buf_4096:depot_contention	0
unix:0:zio_buf_4096:depot_free	0
unix:0:zio_buf_4096:empty_magazines	0
unix:0:zio_buf_4096:free	0
unix:0:zio_buf_4096:full_magazines	0
unix:0:zio_buf_4096:hash_lookup_depth	0
unix:0:zio_buf_4096:hash_rescale	0
unix:0:zio_buf_4096:hash_size	64
unix:0:zio_buf_4096:magazine_size	1
unix:0:zio_buf_4096:slab_alloc	0
unix:0:zio_buf_4096:slab_create	0
unix:0:zio_buf_4096:slab_destroy	0
unix:0:zio_buf_4096:slab_free	0
unix:0:zio_buf_4096:slab_size	8192
unix:0:zio_buf_4096:snaptime	8464512.9589208
unix:0:zio_buf_4096:vmem_source	23
unix:0:zio_buf_40960:align	8192
unix:0:zio_buf_40960:alloc	0
unix:0:zio_buf_40960:alloc_fail	0
unix:0:zio_buf_40960:buf_avail	0
unix:0:zio_buf_40960:buf_constructed	0
unix:0:zio_buf_40960:buf_inuse	0
unix:0:zio_buf_40960:buf_max	0
unix:0:zio_buf_40960:buf_size	40960
unix:0:zio_buf_40960:buf_total	0
unix:0:zio_buf_40960:chunk_size	40960
unix:0:zio_buf_40960:class	kmem_cache
unix:0:zio_buf_40960:crtime	97.1053892
unix:0:zio_buf_40960:depot_alloc	0
unix:0:zio_buf_40960:depot_contention	0
unix:0:zio_buf_40960:depot_free	0
unix:0:zio_buf_40960:empty_magazines	0
unix:0:zio_buf_40960:free	0
unix:0:zio_buf_40960:full_magazines	0
unix:0:zio_buf_40960:hash_lookup_depth	0
unix:0:zio_buf_40960:hash_rescale	0
unix:0:zio_buf_40960:hash_size	64
unix:0:zio_buf_40960:magazine_size	1
unix:0:zio_buf_40960:slab_alloc	0
unix:0:zio_buf_40960:slab_create	0
unix:0:zio_buf_40960:slab_destroy	0
unix:0:zio_buf_40960:slab_free	0
unix:0:zio_buf_40960:slab_size	40960
unix:0:zio_buf_40960:snaptime	8464512.9604638
unix:0:zio_buf_40960:vmem_source	23
unix:0:zio_buf_49152:align	8192
unix:0:zio_buf_49152:alloc	0
unix:0:zio_buf_49152:alloc_fail	0
unix:0:zio_buf_49152:buf_avail	0
unix:0:zio_buf_49152:buf_constructed	0
unix:0:zio_buf_49152:buf_inuse	0
unix:0:zio_buf_49152:buf_max	0
unix:0:zio_buf_49152:buf_size	49152
unix:0:zio_buf_49152:buf_total	0
unix:0:zio_buf_49152:chunk_size	49152
unix:0:zio_buf_49152:class	kmem_cache
unix:0:zio_buf_49152:crtime	97.105444
unix:0:zio_buf_49152:depot_alloc	0
unix:0:zio_buf_49152:depot_contention	0
unix:0:zio_buf_49152:depot_free	0
unix:0:zio_buf_49152:empty_magazines	0
unix:0:zio_buf_49152:free	0
unix:0:zio_buf_49152:full_magazines	0
unix:0:zio_buf_49152:hash_lookup_depth	0
unix:0:zio_buf_49152:hash_rescale	0
unix:0:zio_buf_49152:hash_size	64
unix:0:zio_buf_49152:magazine_size	1
unix:0:zio_buf_49152:slab_alloc	0
unix:0:zio_buf_49152:slab_create	0
unix:0:zio_buf_49152:slab_destroy	0
unix:0:zio_buf_49152:slab_free	0
unix:0:zio_buf_49152:slab_size	49152
unix:0:zio_buf_49152:snaptime	8464512.961907
unix:0:zio_buf_49152:vmem_source	23
unix:0:zio_buf_512:align	512
unix:0:zio_buf_512:alloc	0
unix:0:zio_buf_512:alloc_fail	0
unix:0:zio_buf_512:buf_avail	0
unix:0:zio_buf_512:buf_constructed	0
unix:0:zio_buf_512:buf_inuse	0
unix:0:zio_buf_512:buf_max	0
unix:0:zio_buf_512:buf_size	512
unix:0:zio_buf_512:buf_total	0
unix:0:zio_buf_512:chunk_size	512
unix:0:zio_buf_512:class	kmem_cache
unix:0:zio_buf_512:crtime	97.10434
unix:0:zio_buf_512:depot_alloc	0
unix:0:zio_buf_512:depot_contention	0
unix:0:zio_buf_512:depot_free	0
unix:0:zio_buf_512:empty_magazines	0
unix:0:zio_buf_512:free	0
unix:0:zio_buf_512:full_magazines	0
unix:0:zio_buf_512:hash_lookup_depth	0
unix:0:zio_buf_512:hash_rescale	0
unix:0:zio_buf_512:hash_size	0
unix:0:zio_buf_512:magazine_size	3
unix:0:zio_buf_512:slab_alloc	0
unix:0:zio_buf_512:slab_create	0
unix:0:zio_buf_512:slab_destroy	0
unix:0:zio_buf_512:slab_free	0
unix:0:zio_buf_512:slab_size	8192
unix:0:zio_buf_512:snaptime	8464512.963302
unix:0:zio_buf_512:vmem_source	23
unix:0:zio_buf_5120:align	1024
unix:0:zio_buf_5120:alloc	0
unix:0:zio_buf_5120:alloc_fail	0
unix:0:zio_buf_5120:buf_avail	0
unix:0:zio_buf_5120:buf_constructed	0
unix:0:zio_buf_5120:buf_inuse	0
unix:0:zio_buf_5120:buf_max	0
unix:0:zio_buf_5120:buf_size	5120
unix:0:zio_buf_5120:buf_total	0
unix:0:zio_buf_5120:chunk_size	5120
unix:0:zio_buf_5120:class	kmem_cache
unix:0:zio_buf_5120:crtime	97.1047696
unix:0:zio_buf_5120:depot_alloc	0
unix:0:zio_buf_5120:depot_contention	0
unix:0:zio_buf_5120:depot_free	0
unix:0:zio_buf_5120:empty_magazines	0
unix:0:zio_buf_5120:free	0
unix:0:zio_buf_5120:full_magazines	0
unix:0:zio_buf_5120:hash_lookup_depth	0
unix:0:zio_buf_5120:hash_rescale	0
unix:0:zio_buf_5120:hash_size	64
unix:0:zio_buf_5120:magazine_size	1
unix:0:zio_buf_5120:slab_alloc	0
unix:0:zio_buf_5120:slab_create	0
unix:0:zio_buf_5120:slab_destroy	0
unix:0:zio_buf_5120:slab_free	0
unix:0:zio_buf_5120:slab_size	40960
unix:0:zio_buf_5120:snaptime	8464512.9646744
unix:0:zio_buf_5120:vmem_source	23
unix:0:zio_buf_57344:align	8192
unix:0:zio_buf_57344:alloc	0
unix:0:zio_buf_57344:alloc_fail	0
unix:0:zio_buf_57344:buf_avail	0
unix:0:zio_buf_57344:buf_constructed	0
unix:0:zio_buf_57344:buf_inuse	0
unix:0:zio_buf_57344:buf_max	0
unix:0:zio_buf_57344:buf_size	57344
unix:0:zio_buf_57344:buf_total	0
unix:0:zio_buf_57344:chunk_size	57344
unix:0:zio_buf_57344:class	kmem_cache
unix:0:zio_buf_57344:crtime	97.1054856
unix:0:zio_buf_57344:depot_alloc	0
unix:0:zio_buf_57344:depot_contention	0
unix:0:zio_buf_57344:depot_free	0
unix:0:zio_buf_57344:empty_magazines	0
unix:0:zio_buf_57344:free	0
unix:0:zio_buf_57344:full_magazines	0
unix:0:zio_buf_57344:hash_lookup_depth	0
unix:0:zio_buf_57344:hash_rescale	0
unix:0:zio_buf_57344:hash_size	64
unix:0:zio_buf_57344:magazine_size	1
unix:0:zio_buf_57344:slab_alloc	0
unix:0:zio_buf_57344:slab_create	0
unix:0:zio_buf_57344:slab_destroy	0
unix:0:zio_buf_57344:slab_free	0
unix:0:zio_buf_57344:slab_size	57344
unix:0:zio_buf_57344:snaptime	8464512.9660408
unix:0:zio_buf_57344:vmem_source	23
unix:0:zio_buf_6144:align	1024
unix:0:zio_buf_6144:alloc	0
unix:0:zio_buf_6144:alloc_fail	0
unix:0:zio_buf_6144:buf_avail	0
unix:0:zio_buf_6144:buf_constructed	0
unix:0:zio_buf_6144:buf_inuse	0
unix:0:zio_buf_6144:buf_max	0
unix:0:zio_buf_6144:buf_size	6144
unix:0:zio_buf_6144:buf_total	0
unix:0:zio_buf_6144:chunk_size	6144
unix:0:zio_buf_6144:class	kmem_cache
unix:0:zio_buf_6144:crtime	97.1048088
unix:0:zio_buf_6144:depot_alloc	0
unix:0:zio_buf_6144:depot_contention	0
unix:0:zio_buf_6144:depot_free	0
unix:0:zio_buf_6144:empty_magazines	0
unix:0:zio_buf_6144:free	0
unix:0:zio_buf_6144:full_magazines	0
unix:0:zio_buf_6144:hash_lookup_depth	0
unix:0:zio_buf_6144:hash_rescale	0
unix:0:zio_buf_6144:hash_size	64
unix:0:zio_buf_6144:magazine_size	1
unix:0:zio_buf_6144:slab_alloc	0
unix:0:zio_buf_6144:slab_create	0
unix:0:zio_buf_6144:slab_destroy	0
unix:0:zio_buf_6144:slab_free	0
unix:0:zio_buf_6144:slab_size	24576
unix:0:zio_buf_6144:snaptime	8464512.9674936
unix:0:zio_buf_6144:vmem_source	23
unix:0:zio_buf_65536:align	8192
unix:0:zio_buf_65536:alloc	0
unix:0:zio_buf_65536:alloc_fail	0
unix:0:zio_buf_65536:buf_avail	0
unix:0:zio_buf_65536:buf_constructed	0
unix:0:zio_buf_65536:buf_inuse	0
unix:0:zio_buf_65536:buf_max	0
unix:0:zio_buf_65536:buf_size	65536
unix:0:zio_buf_65536:buf_total	0
unix:0:zio_buf_65536:chunk_size	65536
unix:0:zio_buf_65536:class	kmem_cache
unix:0:zio_buf_65536:crtime	97.1055364
unix:0:zio_buf_65536:depot_alloc	0
unix:0:zio_buf_65536:depot_contention	0
unix:0:zio_buf_65536:depot_free	0
unix:0:zio_buf_65536:empty_magazines	0
unix:0:zio_buf_65536:free	0
unix:0:zio_buf_65536:full_magazines	0
unix:0:zio_buf_65536:hash_lookup_depth	0
unix:0:zio_buf_65536:hash_rescale	0
unix:0:zio_buf_65536:hash_size	64
unix:0:zio_buf_65536:magazine_size	1
unix:0:zio_buf_65536:slab_alloc	0
unix:0:zio_buf_65536:slab_create	0
unix:0:zio_buf_65536:slab_destroy	0
unix:0:zio_buf_65536:slab_free	0
unix:0:zio_buf_65536:slab_size	65536
unix:0:zio_buf_65536:snaptime	8464512.9688722
unix:0:zio_buf_65536:vmem_source	23
unix:0:zio_buf_7168:align	1024
unix:0:zio_buf_7168:alloc	0
unix:0:zio_buf_7168:alloc_fail	0
unix:0:zio_buf_7168:buf_avail	0
unix:0:zio_buf_7168:buf_constructed	0
unix:0:zio_buf_7168:buf_inuse	0
unix:0:zio_buf_7168:buf_max	0
unix:0:zio_buf_7168:buf_size	7168
unix:0:zio_buf_7168:buf_total	0
unix:0:zio_buf_7168:chunk_size	7168
unix:0:zio_buf_7168:class	kmem_cache
unix:0:zio_buf_7168:crtime	97.104848
unix:0:zio_buf_7168:depot_alloc	0
unix:0:zio_buf_7168:depot_contention	0
unix:0:zio_buf_7168:depot_free	0
unix:0:zio_buf_7168:empty_magazines	0
unix:0:zio_buf_7168:free	0
unix:0:zio_buf_7168:full_magazines	0
unix:0:zio_buf_7168:hash_lookup_depth	0
unix:0:zio_buf_7168:hash_rescale	0
unix:0:zio_buf_7168:hash_size	64
unix:0:zio_buf_7168:magazine_size	1
unix:0:zio_buf_7168:slab_alloc	0
unix:0:zio_buf_7168:slab_create	0
unix:0:zio_buf_7168:slab_destroy	0
unix:0:zio_buf_7168:slab_free	0
unix:0:zio_buf_7168:slab_size	57344
unix:0:zio_buf_7168:snaptime	8464512.9703154
unix:0:zio_buf_7168:vmem_source	23
unix:0:zio_buf_73728:align	8192
unix:0:zio_buf_73728:alloc	0
unix:0:zio_buf_73728:alloc_fail	0
unix:0:zio_buf_73728:buf_avail	0
unix:0:zio_buf_73728:buf_constructed	0
unix:0:zio_buf_73728:buf_inuse	0
unix:0:zio_buf_73728:buf_max	0
unix:0:zio_buf_73728:buf_size	73728
unix:0:zio_buf_73728:buf_total	0
unix:0:zio_buf_73728:chunk_size	73728
unix:0:zio_buf_73728:class	kmem_cache
unix:0:zio_buf_73728:crtime	97.105577
unix:0:zio_buf_73728:depot_alloc	0
unix:0:zio_buf_73728:depot_contention	0
unix:0:zio_buf_73728:depot_free	0
unix:0:zio_buf_73728:empty_magazines	0
unix:0:zio_buf_73728:free	0
unix:0:zio_buf_73728:full_magazines	0
unix:0:zio_buf_73728:hash_lookup_depth	0
unix:0:zio_buf_73728:hash_rescale	0
unix:0:zio_buf_73728:hash_size	64
unix:0:zio_buf_73728:magazine_size	1
unix:0:zio_buf_73728:slab_alloc	0
unix:0:zio_buf_73728:slab_create	0
unix:0:zio_buf_73728:slab_destroy	0
unix:0:zio_buf_73728:slab_free	0
unix:0:zio_buf_73728:slab_size	73728
unix:0:zio_buf_73728:snaptime	8464512.9718398
unix:0:zio_buf_73728:vmem_source	23
unix:0:zio_buf_8192:align	8192
unix:0:zio_buf_8192:alloc	0
unix:0:zio_buf_8192:alloc_fail	0
unix:0:zio_buf_8192:buf_avail	0
unix:0:zio_buf_8192:buf_constructed	0
unix:0:zio_buf_8192:buf_inuse	0
unix:0:zio_buf_8192:buf_max	0
unix:0:zio_buf_8192:buf_size	8192
unix:0:zio_buf_8192:buf_total	0
unix:0:zio_buf_8192:chunk_size	8192
unix:0:zio_buf_8192:class	kmem_cache
unix:0:zio_buf_8192:crtime	97.104907
unix:0:zio_buf_8192:depot_alloc	0
unix:0:zio_buf_8192:depot_contention	0
unix:0:zio_buf_8192:depot_free	0
unix:0:zio_buf_8192:empty_magazines	0
unix:0:zio_buf_8192:free	0
unix:0:zio_buf_8192:full_magazines	0
unix:0:zio_buf_8192:hash_lookup_depth	0
unix:0:zio_buf_8192:hash_rescale	0
unix:0:zio_buf_8192:hash_size	64
unix:0:zio_buf_8192:magazine_size	1
unix:0:zio_buf_8192:slab_alloc	0
unix:0:zio_buf_8192:slab_create	0
unix:0:zio_buf_8192:slab_destroy	0
unix:0:zio_buf_8192:slab_free	0
unix:0:zio_buf_8192:slab_size	8192
unix:0:zio_buf_8192:snaptime	8464512.973236
unix:0:zio_buf_8192:vmem_source	23
unix:0:zio_buf_81920:align	8192
unix:0:zio_buf_81920:alloc	0
unix:0:zio_buf_81920:alloc_fail	0
unix:0:zio_buf_81920:buf_avail	0
unix:0:zio_buf_81920:buf_constructed	0
unix:0:zio_buf_81920:buf_inuse	0
unix:0:zio_buf_81920:buf_max	0
unix:0:zio_buf_81920:buf_size	81920
unix:0:zio_buf_81920:buf_total	0
unix:0:zio_buf_81920:chunk_size	81920
unix:0:zio_buf_81920:class	kmem_cache
unix:0:zio_buf_81920:crtime	97.105618
unix:0:zio_buf_81920:depot_alloc	0
unix:0:zio_buf_81920:depot_contention	0
unix:0:zio_buf_81920:depot_free	0
unix:0:zio_buf_81920:empty_magazines	0
unix:0:zio_buf_81920:free	0
unix:0:zio_buf_81920:full_magazines	0
unix:0:zio_buf_81920:hash_lookup_depth	0
unix:0:zio_buf_81920:hash_rescale	0
unix:0:zio_buf_81920:hash_size	64
unix:0:zio_buf_81920:magazine_size	1
unix:0:zio_buf_81920:slab_alloc	0
unix:0:zio_buf_81920:slab_create	0
unix:0:zio_buf_81920:slab_destroy	0
unix:0:zio_buf_81920:slab_free	0
unix:0:zio_buf_81920:slab_size	81920
unix:0:zio_buf_81920:snaptime	8464512.974602
unix:0:zio_buf_81920:vmem_source	23
unix:0:zio_buf_90112:align	8192
unix:0:zio_buf_90112:alloc	0
unix:0:zio_buf_90112:alloc_fail	0
unix:0:zio_buf_90112:buf_avail	0
unix:0:zio_buf_90112:buf_constructed	0
unix:0:zio_buf_90112:buf_inuse	0
unix:0:zio_buf_90112:buf_max	0
unix:0:zio_buf_90112:buf_size	90112
unix:0:zio_buf_90112:buf_total	0
unix:0:zio_buf_90112:chunk_size	90112
unix:0:zio_buf_90112:class	kmem_cache
unix:0:zio_buf_90112:crtime	97.1056586
unix:0:zio_buf_90112:depot_alloc	0
unix:0:zio_buf_90112:depot_contention	0
unix:0:zio_buf_90112:depot_free	0
unix:0:zio_buf_90112:empty_magazines	0
unix:0:zio_buf_90112:free	0
unix:0:zio_buf_90112:full_magazines	0
unix:0:zio_buf_90112:hash_lookup_depth	0
unix:0:zio_buf_90112:hash_rescale	0
unix:0:zio_buf_90112:hash_size	64
unix:0:zio_buf_90112:magazine_size	1
unix:0:zio_buf_90112:slab_alloc	0
unix:0:zio_buf_90112:slab_create	0
unix:0:zio_buf_90112:slab_destroy	0
unix:0:zio_buf_90112:slab_free	0
unix:0:zio_buf_90112:slab_size	90112
unix:0:zio_buf_90112:snaptime	8464512.975978
unix:0:zio_buf_90112:vmem_source	23
unix:0:zio_buf_98304:align	8192
unix:0:zio_buf_98304:alloc	0
unix:0:zio_buf_98304:alloc_fail	0
unix:0:zio_buf_98304:buf_avail	0
unix:0:zio_buf_98304:buf_constructed	0
unix:0:zio_buf_98304:buf_inuse	0
unix:0:zio_buf_98304:buf_max	0
unix:0:zio_buf_98304:buf_size	98304
unix:0:zio_buf_98304:buf_total	0
unix:0:zio_buf_98304:chunk_size	98304
unix:0:zio_buf_98304:class	kmem_cache
unix:0:zio_buf_98304:crtime	97.1057
unix:0:zio_buf_98304:depot_alloc	0
unix:0:zio_buf_98304:depot_contention	0
unix:0:zio_buf_98304:depot_free	0
unix:0:zio_buf_98304:empty_magazines	0
unix:0:zio_buf_98304:free	0
unix:0:zio_buf_98304:full_magazines	0
unix:0:zio_buf_98304:hash_lookup_depth	0
unix:0:zio_buf_98304:hash_rescale	0
unix:0:zio_buf_98304:hash_size	64
unix:0:zio_buf_98304:magazine_size	1
unix:0:zio_buf_98304:slab_alloc	0
unix:0:zio_buf_98304:slab_create	0
unix:0:zio_buf_98304:slab_destroy	0
unix:0:zio_buf_98304:slab_free	0
unix:0:zio_buf_98304:slab_size	98304
unix:0:zio_buf_98304:snaptime	8464512.9774508
unix:0:zio_buf_98304:vmem_source	23
unix:0:zio_data_buf_1024:align	512
unix:0:zio_data_buf_1024:alloc	0
unix:0:zio_data_buf_1024:alloc_fail	0
unix:0:zio_data_buf_1024:buf_avail	0
unix:0:zio_data_buf_1024:buf_constructed	0
unix:0:zio_data_buf_1024:buf_inuse	0
unix:0:zio_data_buf_1024:buf_max	0
unix:0:zio_data_buf_1024:buf_size	1024
unix:0:zio_data_buf_1024:buf_total	0
unix:0:zio_data_buf_1024:chunk_size	1024
unix:0:zio_data_buf_1024:class	kmem_cache
unix:0:zio_data_buf_1024:crtime	97.1044142
unix:0:zio_data_buf_1024:depot_alloc	0
unix:0:zio_data_buf_1024:depot_contention	0
unix:0:zio_data_buf_1024:depot_free	0
unix:0:zio_data_buf_1024:empty_magazines	0
unix:0:zio_data_buf_1024:free	0
unix:0:zio_data_buf_1024:full_magazines	0
unix:0:zio_data_buf_1024:hash_lookup_depth	0
unix:0:zio_data_buf_1024:hash_rescale	0
unix:0:zio_data_buf_1024:hash_size	64
unix:0:zio_data_buf_1024:magazine_size	3
unix:0:zio_data_buf_1024:slab_alloc	0
unix:0:zio_data_buf_1024:slab_create	0
unix:0:zio_data_buf_1024:slab_destroy	0
unix:0:zio_data_buf_1024:slab_free	0
unix:0:zio_data_buf_1024:slab_size	8192
unix:0:zio_data_buf_1024:snaptime	8464512.9788114
unix:0:zio_data_buf_1024:vmem_source	40
unix:0:zio_data_buf_10240:align	2048
unix:0:zio_data_buf_10240:alloc	0
unix:0:zio_data_buf_10240:alloc_fail	0
unix:0:zio_data_buf_10240:buf_avail	0
unix:0:zio_data_buf_10240:buf_constructed	0
unix:0:zio_data_buf_10240:buf_inuse	0
unix:0:zio_data_buf_10240:buf_max	0
unix:0:zio_data_buf_10240:buf_size	10240
unix:0:zio_data_buf_10240:buf_total	0
unix:0:zio_data_buf_10240:chunk_size	10240
unix:0:zio_data_buf_10240:class	kmem_cache
unix:0:zio_data_buf_10240:crtime	97.1050436
unix:0:zio_data_buf_10240:depot_alloc	0
unix:0:zio_data_buf_10240:depot_contention	0
unix:0:zio_data_buf_10240:depot_free	0
unix:0:zio_data_buf_10240:empty_magazines	0
unix:0:zio_data_buf_10240:free	0
unix:0:zio_data_buf_10240:full_magazines	0
unix:0:zio_data_buf_10240:hash_lookup_depth	0
unix:0:zio_data_buf_10240:hash_rescale	0
unix:0:zio_data_buf_10240:hash_size	64
unix:0:zio_data_buf_10240:magazine_size	1
unix:0:zio_data_buf_10240:slab_alloc	0
unix:0:zio_data_buf_10240:slab_create	0
unix:0:zio_data_buf_10240:slab_destroy	0
unix:0:zio_data_buf_10240:slab_free	0
unix:0:zio_data_buf_10240:slab_size	40960
unix:0:zio_data_buf_10240:snaptime	8464512.98026
unix:0:zio_data_buf_10240:vmem_source	40
unix:0:zio_data_buf_106496:align	8192
unix:0:zio_data_buf_106496:alloc	0
unix:0:zio_data_buf_106496:alloc_fail	0
unix:0:zio_data_buf_106496:buf_avail	0
unix:0:zio_data_buf_106496:buf_constructed	0
unix:0:zio_data_buf_106496:buf_inuse	0
unix:0:zio_data_buf_106496:buf_max	0
unix:0:zio_data_buf_106496:buf_size	106496
unix:0:zio_data_buf_106496:buf_total	0
unix:0:zio_data_buf_106496:chunk_size	106496
unix:0:zio_data_buf_106496:class	kmem_cache
unix:0:zio_data_buf_106496:crtime	97.1058334
unix:0:zio_data_buf_106496:depot_alloc	0
unix:0:zio_data_buf_106496:depot_contention	0
unix:0:zio_data_buf_106496:depot_free	0
unix:0:zio_data_buf_106496:empty_magazines	0
unix:0:zio_data_buf_106496:free	0
unix:0:zio_data_buf_106496:full_magazines	0
unix:0:zio_data_buf_106496:hash_lookup_depth	0
unix:0:zio_data_buf_106496:hash_rescale	0
unix:0:zio_data_buf_106496:hash_size	64
unix:0:zio_data_buf_106496:magazine_size	1
unix:0:zio_data_buf_106496:slab_alloc	0
unix:0:zio_data_buf_106496:slab_create	0
unix:0:zio_data_buf_106496:slab_destroy	0
unix:0:zio_data_buf_106496:slab_free	0
unix:0:zio_data_buf_106496:slab_size	106496
unix:0:zio_data_buf_106496:snaptime	8464512.9817174
unix:0:zio_data_buf_106496:vmem_source	40
unix:0:zio_data_buf_114688:align	8192
unix:0:zio_data_buf_114688:alloc	0
unix:0:zio_data_buf_114688:alloc_fail	0
unix:0:zio_data_buf_114688:buf_avail	0
unix:0:zio_data_buf_114688:buf_constructed	0
unix:0:zio_data_buf_114688:buf_inuse	0
unix:0:zio_data_buf_114688:buf_max	0
unix:0:zio_data_buf_114688:buf_size	114688
unix:0:zio_data_buf_114688:buf_total	0
unix:0:zio_data_buf_114688:chunk_size	114688
unix:0:zio_data_buf_114688:class	kmem_cache
unix:0:zio_data_buf_114688:crtime	97.105897
unix:0:zio_data_buf_114688:depot_alloc	0
unix:0:zio_data_buf_114688:depot_contention	0
unix:0:zio_data_buf_114688:depot_free	0
unix:0:zio_data_buf_114688:empty_magazines	0
unix:0:zio_data_buf_114688:free	0
unix:0:zio_data_buf_114688:full_magazines	0
unix:0:zio_data_buf_114688:hash_lookup_depth	0
unix:0:zio_data_buf_114688:hash_rescale	0
unix:0:zio_data_buf_114688:hash_size	64
unix:0:zio_data_buf_114688:magazine_size	1
unix:0:zio_data_buf_114688:slab_alloc	0
unix:0:zio_data_buf_114688:slab_create	0
unix:0:zio_data_buf_114688:slab_destroy	0
unix:0:zio_data_buf_114688:slab_free	0
unix:0:zio_data_buf_114688:slab_size	114688
unix:0:zio_data_buf_114688:snaptime	8464512.9831872
unix:0:zio_data_buf_114688:vmem_source	40
unix:0:zio_data_buf_12288:align	2048
unix:0:zio_data_buf_12288:alloc	0
unix:0:zio_data_buf_12288:alloc_fail	0
unix:0:zio_data_buf_12288:buf_avail	0
unix:0:zio_data_buf_12288:buf_constructed	0
unix:0:zio_data_buf_12288:buf_inuse	0
unix:0:zio_data_buf_12288:buf_max	0
unix:0:zio_data_buf_12288:buf_size	12288
unix:0:zio_data_buf_12288:buf_total	0
unix:0:zio_data_buf_12288:chunk_size	12288
unix:0:zio_data_buf_12288:class	kmem_cache
unix:0:zio_data_buf_12288:crtime	97.1051154
unix:0:zio_data_buf_12288:depot_alloc	0
unix:0:zio_data_buf_12288:depot_contention	0
unix:0:zio_data_buf_12288:depot_free	0
unix:0:zio_data_buf_12288:empty_magazines	0
unix:0:zio_data_buf_12288:free	0
unix:0:zio_data_buf_12288:full_magazines	0
unix:0:zio_data_buf_12288:hash_lookup_depth	0
unix:0:zio_data_buf_12288:hash_rescale	0
unix:0:zio_data_buf_12288:hash_size	64
unix:0:zio_data_buf_12288:magazine_size	1
unix:0:zio_data_buf_12288:slab_alloc	0
unix:0:zio_data_buf_12288:slab_create	0
unix:0:zio_data_buf_12288:slab_destroy	0
unix:0:zio_data_buf_12288:slab_free	0
unix:0:zio_data_buf_12288:slab_size	24576
unix:0:zio_data_buf_12288:snaptime	8464512.984576
unix:0:zio_data_buf_12288:vmem_source	40
unix:0:zio_data_buf_122880:align	8192
unix:0:zio_data_buf_122880:alloc	0
unix:0:zio_data_buf_122880:alloc_fail	0
unix:0:zio_data_buf_122880:buf_avail	0
unix:0:zio_data_buf_122880:buf_constructed	0
unix:0:zio_data_buf_122880:buf_inuse	0
unix:0:zio_data_buf_122880:buf_max	0
unix:0:zio_data_buf_122880:buf_size	122880
unix:0:zio_data_buf_122880:buf_total	0
unix:0:zio_data_buf_122880:chunk_size	122880
unix:0:zio_data_buf_122880:class	kmem_cache
unix:0:zio_data_buf_122880:crtime	97.105938
unix:0:zio_data_buf_122880:depot_alloc	0
unix:0:zio_data_buf_122880:depot_contention	0
unix:0:zio_data_buf_122880:depot_free	0
unix:0:zio_data_buf_122880:empty_magazines	0
unix:0:zio_data_buf_122880:free	0
unix:0:zio_data_buf_122880:full_magazines	0
unix:0:zio_data_buf_122880:hash_lookup_depth	0
unix:0:zio_data_buf_122880:hash_rescale	0
unix:0:zio_data_buf_122880:hash_size	64
unix:0:zio_data_buf_122880:magazine_size	1
unix:0:zio_data_buf_122880:slab_alloc	0
unix:0:zio_data_buf_122880:slab_create	0
unix:0:zio_data_buf_122880:slab_destroy	0
unix:0:zio_data_buf_122880:slab_free	0
unix:0:zio_data_buf_122880:slab_size	122880
unix:0:zio_data_buf_122880:snaptime	8464512.9859568
unix:0:zio_data_buf_122880:vmem_source	40
unix:0:zio_data_buf_131072:align	8192
unix:0:zio_data_buf_131072:alloc	0
unix:0:zio_data_buf_131072:alloc_fail	0
